is_retweet,retweet_retweet_count,retweet_screen_name,retweet_text,text
1,237,RodgersKipembe,"There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card in this whole issue is the surest way of departing from common sense.

Morning.","RT @RodgersKipembe: There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card…"
0,,,,@raulhe90 Y no se si es una boda judía o qué....
0,,,,"ya sabe de mi existencia, soon boda 😻👍🏼"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
1,31,Asmali77,"Excellent stuff. 

President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi and across the country.","RT @Asmali77: Excellent stuff. 

President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi…"
0,,,,"@RAO2022 The ""poor"" boda boda guys were left to do their business freely but what did they do? They striped a lady naked in broad daylight now they have to deal with the consequences of such actions"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
0,,,,@AnchovyofWS @gamesitas15e Como para una boda!!
0,,,,"KENYA: 

President Uhuru Kenyatta Orders A  Countrywide Security Crackdown Of Rogue Boda Boda Operators.

➡️ https://t.co/7RYrj85LGT

𝐓𝐫𝐞𝐧𝐝𝐢𝐧𝐠:Kidero |Boda Boda |Charles Keter |Agnes Kagure |DP Ruto |Raila |Atwoli |Kibaki |#RutoTheTourist |#ClassWarLoading https://t.co/CdyDk6Ttr8"
1,177,ntvkenya,President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi and across the country. https://t.co/o1IKuNFmQ5,RT @ntvkenya: President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi and across the coun…
1,69,sighrems,"justin sólo ha rogado la atención de su propio padre durante todo este tiempo, lo mantiene, le dedica posts e incluso en su propia boda le preguntó q si se sentía orgulloso de su hijo y el muy inútil de jeremy sigue siendo un asco con justin,, no te lo puedo creer","RT @sighrems: justin sólo ha rogado la atención de su propio padre durante todo este tiempo, lo mantiene, le dedica posts e incluso en su p…"
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,10,StateHouseKenya,"2/3 Describing the incident as disheartening, the President said that he had on Monday evening instructed the country's security apparatus to clamp down on rogue boda boda cyclists and ensure perpetrators of the heinous act are brought to book.  #IWD2022 https://t.co/PO2eA1SXml","RT @StateHouseKenya: 2/3 Describing the incident as disheartening, the President said that he had on Monday evening instructed the country'…"
1,4,StateHouseKenya,"3/3 President Kenyatta who spoke at today's  #IWD2022 national celebrations at the Kenya School of Government in Lower Kabete, Nairobi City County, also ordered a fresh registration of all boda boda operators in the country as part of measures to restore order in the sector. https://t.co/r1S0mY81qC",RT @StateHouseKenya: 3/3 President Kenyatta who spoke at today's  #IWD2022 national celebrations at the Kenya School of Government in Lower…
1,2,,HABÉIS DICHO BODA.,RT @KINDHEARTEDMED: HABÉIS DICHO BODA.
0,,,,@RadioCitizenFM @abdimunai @OgalTina @nyambega_jared Evening Tina na munai sio wote watu wa boda boda no wabaya Kuna wale walitoka kwa makundi Kama mungiki na 48 brothers. Cheza (100 kilos) ya ferre gola .
1,263,gabrieloguda,"Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Milimani Law Courts just today. These guys will be forced to self-regulate or be run out of business.","RT @gabrieloguda: Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Mili…"
0,,,,"The number of hashtags recognizing the #InternationalWomensDay says a lot. 1st, #IWD2022, then #InternationalWomensDay2022 , #InternationalWomenDay, then #BreakTheBias 

But men? Tears!

Anyway, we love you all. Now lets break the hearts into smithereens

Boda Boda Rwanda IEBC https://t.co/1dLdvTXomp"
1,31,Kenny_Kyp,"Ati wanataka kufanya cancellation ya boda boda sector? With the current unemployment rate?
Sasa ndo mtajua crime hukaa aje. Bad decision that one!","RT @Kenny_Kyp: Ati wanataka kufanya cancellation ya boda boda sector? With the current unemployment rate?
Sasa ndo mtajua crime hukaa aje.…"
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,388,Wordslinger__,"Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I've met a proud Boda guy who had a son joining campus off the sweat of his bike, a Bajaj Boxer. In this tough economy, they keep kids in school and necessary","RT @Wordslinger__: Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I…"
0,,,,HABÉIS DICHO BODA.
0,,,,"..you are appreciated!  Thank you for showing there's someone that understands our women!  And to the men that came out and said it happens to them too, your voices matters and together we'll ensure there's change.
Boda Boda guys must learn respect  ..."
1,8,echelosaqui,Hoy haré unos centros de mesa de plantitas para una boda. ¡El primer pedido grande que tengo! ¡Deséenme éxito! ✨🪴,RT @echelosaqui: Hoy haré unos centros de mesa de plantitas para una boda. ¡El primer pedido grande que tengo! ¡Deséenme éxito! ✨🪴
1,263,gabrieloguda,"Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Milimani Law Courts just today. These guys will be forced to self-regulate or be run out of business.","RT @gabrieloguda: Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Mili…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,2,,Tomorow’s Newspaper headline be like ‘Uhuru crack Ruto’s Boda Boda’,RT @hyped_soul: Tomorow’s Newspaper headline be like ‘Uhuru crack Ruto’s Boda Boda’
1,66,CisNyakundi,#BoycottMoranLounge where one of the hosts is Nanjie Galgalo who tried to frame yesterday’s criminal act by hooligan boda boda riders as representative of all men. Her employer doesn’t deserve our money. We are tired of being victimized and profiled on the basis of our gender. https://t.co/uTK7tFgdh8,RT @CisNyakundi: #BoycottMoranLounge where one of the hosts is Nanjie Galgalo who tried to frame yesterday’s criminal act by hooligan boda…
1,49,CisNyakundi,"MUST READ: Boda Boda’s didn’t just go rogue and become a power unto themselves overnight. It’s been a pre-meditated, coordinated and well-orchestrated scheme by the government and politicians of the day. https://t.co/1DtkW2dvDq","RT @CisNyakundi: MUST READ: Boda Boda’s didn’t just go rogue and become a power unto themselves overnight. It’s been a pre-meditated, coord…"
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
0,,,,@kkioko010 Do you guys know how much does a boda make this people wanalipwa 500 hundred shillings per day or even less than that alafu you are here talking of purchasing all of this humor mmekosa
1,24,CisNyakundi,"All Bodas should be in a Sacco just like Matatus. What prevents them? They make thousands...And if one Boda misbehaves, the Sacco is answerable","RT @CisNyakundi: All Bodas should be in a Sacco just like Matatus. What prevents them? They make thousands...And if one Boda misbehaves, th…"
1,1,,boda boda riders are mainly a clique of irrational men who thrive in mob lynching. you enter into an argument with one of them and a swarm of others flock around baying for your blood. #KenyanTraffic Via @Maureen332d,RT @KenyanTraffic: boda boda riders are mainly a clique of irrational men who thrive in mob lynching. you enter into an argument with one o…
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,46,gabrieloguda,Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda crashes. Go take a look at the horrifying scenes at the A&amp;E section when those people are wheeled into casualty. You'll see what doctors are dealing with.,RT @gabrieloguda: Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda…
1,150,CisNyakundi,"ANOTHER BODA BODA INCIDENT: It’s shameful to see Molo MP Kimani defending bodaboda’s. Here in Kawangware, gun-totting boda boda thugs rob a tenant going home. This is just one of the hundreds of daily incidents. Halt boda boda operations countrywide NOW! https://t.co/4UdnRQV4w3","RT @CisNyakundi: ANOTHER BODA BODA INCIDENT: It’s shameful to see Molo MP Kimani defending bodaboda’s. Here in Kawangware, gun-totting boda…"
0,,,,"By next Monday, the boda boda public uproar will be over and forgotten and things will have returned to default settings. The Nairobi CBD arrests are just PR to silence the uproar."
1,108,citizentvkenya,"CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW","RT @citizentvkenya: CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW"
1,76,johnnjenga,"Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, then, after a few days, weeks, boda bodas will be back to their hooliganism until thy next horrible video come. Like hot tea, it will grow cold @FredMatiangi.","RT @johnnjenga: Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, t…"
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
